,1,3,6,7,8,10,11,15,16,17,20,2,18,23
1,0,3,2,0,1,2,1,1,6,4,0,4,0,0
3,2,0,8,3,4,2,1,1,1,5,6,5,0,0
6,1,1,0,8,6,2,1,2,4,7,5,0,3,0
7,1,4,5,0,10,6,1,8,7,4,4,4,2,0
8,1,1,2,4,0,5,1,1,8,2,3,1,1,0
10,0,1,3,3,3,0,0,0,1,1,2,8,2,0
11,0,0,3,2,2,0,0,5,0,0,0,1,1,0
15,1,1,2,7,1,0,3,0,14,0,0,0,0,0
16,6,2,5,12,6,0,5,13,0,15,0,1,4,3
17,2,12,6,10,2,1,3,3,10,0,2,1,1,0
20,2,3,0,6,1,6,1,1,0,1,0,0,0,0
2,1,0,2,4,3,7,2,0,3,1,0,0,2,1
18,0,2,0,2,2,1,0,0,3,0,0,2,0,1
23,0,0,0,0,1,0,0,0,0,0,0,0,0,0
