,1,2,4,6,8,9,10,14,15,16,22
1,0,0,1,1,2,0,1,3,5,5,0
2,3,0,0,3,3,0,2,7,8,13,0
4,2,1,0,3,4,5,8,2,10,0,5
6,2,7,3,0,2,1,10,7,1,3,1
8,0,1,3,2,0,3,2,9,3,3,0
9,0,0,1,1,7,0,0,3,0,0,1
10,0,2,4,4,2,1,0,4,0,0,1
14,3,6,4,8,6,0,5,0,9,7,2
15,3,8,6,4,5,0,3,6,0,1,3
16,0,6,0,12,3,3,3,9,0,0,0
22,0,0,2,1,0,2,2,0,0,0,0
