,1,2,3,4,5,6,7,8,9,10,11,15,17,23
1,0,4,8,13,5,0,0,0,3,1,1,0,0,0
2,8,0,4,0,3,7,0,1,1,2,5,0,0,0
3,5,2,0,4,0,10,0,1,3,0,2,0,0,0
4,8,5,2,0,4,1,3,5,1,2,1,0,1,0
5,3,2,2,4,0,1,9,3,2,0,1,0,2,0
6,2,3,3,3,1,0,1,3,4,3,1,0,1,2
7,3,1,0,0,2,0,0,1,1,2,1,0,0,0
8,2,4,0,1,1,2,4,0,1,6,3,0,1,0
9,0,2,0,0,2,1,2,0,0,6,4,1,1,0
10,0,0,4,0,0,2,1,3,3,0,8,1,3,1
11,2,3,0,0,0,0,0,3,2,3,0,0,0,1
15,1,0,0,0,0,0,0,0,0,0,0,0,1,2
17,1,0,0,0,0,0,0,1,0,0,0,2,0,0
23,0,0,1,1,0,1,0,0,0,4,0,0,0,0
