,1,3,5,6,7,8,11,14,15,16,18
1,0,4,4,0,1,2,0,1,0,2,2
3,4,0,7,5,4,9,3,8,4,6,6
5,1,8,0,4,0,4,4,7,2,4,2
6,0,1,3,0,3,11,14,9,10,1,3
7,0,0,0,4,0,4,0,2,3,1,7
8,0,9,2,18,4,0,10,9,10,11,16
11,3,0,4,16,2,8,0,11,1,1,9
14,0,6,2,11,6,12,9,0,4,10,8
15,1,15,1,5,3,11,1,7,0,9,6
16,1,11,4,7,3,15,4,7,4,0,3
18,0,2,1,7,7,12,5,11,5,5,0
